HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.stressor_1,Input.stressor_2,Answer.response_1,Answer.response_2,Approve,Reject
3VGZ74AYTGGUV31XZA26O567WZ7GC2,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,30LB5CDZNCACECZG3O2D3VGUG3UZ0Z,A1B8P9WRBEPD86,Submitted,Mon Apr 19 00:40:22 PDT 2021,Mon Apr 19 00:46:55 PDT 2021,Thu Apr 22 00:46:55 PDT 2021,,,,393,0% (0/0),0% (0/0),0% (0/0),I am stressed about my childcare responsibilities.,My friends and family think that the COVID-19 vaccine will be detrimental to my health so I am not sure whether or not I should take the vaccine.,"children require more attention and time than we have most of the time. try to remember that you too have been like this and that their needs are real but can be controlled. remember that responsibilities must always be divided and dialogue from an early age can help you to develop them well and not exhaust your energies. don't forget about yourself, take time to take care of yourself and do things you like. you can!","I know that the opinion of family and friends are very important, they shape our personality and who we are. but remember that the decision and the consequences are exclusively yours. about vaccines, they are proven to be effective, it is a scientifically tested way of saving lives, especially in a scenario where so many people died without access to it. being able to get the vaccine is a privilege. research, read, get informed, create your own opinion and be faithful to it.",,
3VGZ74AYTGGUV31XZA26O567WZ7GC2,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3GM6G9ZBKNXDVEXOM10TF4MQYA6MTE,A3T1M3NZ5UIA56,Submitted,Sun Apr 18 22:26:27 PDT 2021,Sun Apr 18 22:29:33 PDT 2021,Wed Apr 21 22:29:33 PDT 2021,,,,186,0% (0/0),0% (0/0),0% (0/0),I am stressed about my childcare responsibilities.,My friends and family think that the COVID-19 vaccine will be detrimental to my health so I am not sure whether or not I should take the vaccine.,"hen these are added to the everyday pressures kids face, the stress is magnified. Even the most amicable divorce can be tough for kids because their basic security system — their family — is undergoing a big change. Separated or divorced parents should never put kids in a position of having to choose sides or expose them to negative comments about the other spouse","you may be able to start doing some things that you stopped doing because of the pandemic. For example, you can gather indoors without masks with other people who are fully vaccinated.We are still learning how vaccines will affect the spread of COVID-19. Until we know more about how vaccines will affect the spread of COVID-19, people who are fully vaccinated against COVID-19 should keep taking precautions in public places like wearing a mask, staying 6 feet apart from others, avoiding crowds and poorly ventilated spaces, and washing your hands often",,
3VGZ74AYTGGUV31XZA26O567WZ7GC2,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3OS46CRSLFZQJ3GL4GTRRQDP5VBV6X,A2EV4VW1L9KDB1,Submitted,Mon Apr 19 00:56:50 PDT 2021,Mon Apr 19 01:14:32 PDT 2021,Thu Apr 22 01:14:32 PDT 2021,,,,1062,0% (0/0),0% (0/0),0% (0/0),I am stressed about my childcare responsibilities.,My friends and family think that the COVID-19 vaccine will be detrimental to my health so I am not sure whether or not I should take the vaccine.,"No doubt childcare is one very crucial responsibility and it requires a strict supervision. However, there are ways to cope up with this situation. First, feel calmer, more relaxed, less anxious, and less tense, Don't hesitate to ask for help from your colleagues, friends, or relatives if you think you are unable to manage it. .","People say so because of some mild side effects after getting vaccinated. However, as per medical experts it actually means the vaccine is working and your immune system is responding to it.  COVID-19 Vaccines are safe, and getting vaccinated will help protect you against COVID-19.",,
3VGZ74AYTGGUV31XZA26O567WZ7GC2,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3PJUZCGDJ6GFQAM6UULTJMKJKYE98D,A2RHN22KBCDQJZ,Submitted,Sun Apr 18 22:10:24 PDT 2021,Sun Apr 18 22:11:09 PDT 2021,Wed Apr 21 22:11:09 PDT 2021,,,,45,0% (0/0),0% (0/0),0% (0/0),I am stressed about my childcare responsibilities.,My friends and family think that the COVID-19 vaccine will be detrimental to my health so I am not sure whether or not I should take the vaccine.,"be calm, don't stress, it's just a phase","of course not, the vaccine is good, it is essential to take the vaccine",,
3VGZ74AYTGGUV31XZA26O567WZ7GC2,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3Z7ISHFUH0VUW14JYSFSWAMCZ17Z8N,A3BV0IXS9AR8TV,Submitted,Mon Apr 19 01:04:31 PDT 2021,Mon Apr 19 01:08:40 PDT 2021,Thu Apr 22 01:08:40 PDT 2021,,,,249,0% (0/0),0% (0/0),0% (0/0),I am stressed about my childcare responsibilities.,My friends and family think that the COVID-19 vaccine will be detrimental to my health so I am not sure whether or not I should take the vaccine.,"It's okay dear to have these concerns. First of all talk to your partner (if you have one) about your stress, this should be something you need to share and not keep for yourself. Did you consider maybe to hire a nanny or a babysitter to help you in managing everything? Or maybe you can ask some friends to take your children out while you do what you need to do or just relax.","Dear it's okay to be concerned about your future health. Try to first talk to your family doctor and if their answer doesn't satisfy you then try to ask some other doctor. Do not trust every blog that you find in the internet, trust doctors and experts on the argument.",,
3E9VAUV7BWE6OFPZ92SLPANN1SCAYS,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3GDTJDAPVUBUXU50J3PYO8Q3KXQ8MG,A2DP42MZNLMART,Submitted,Mon Apr 19 01:04:47 PDT 2021,Mon Apr 19 01:10:15 PDT 2021,Thu Apr 22 01:10:15 PDT 2021,,,,328,0% (0/0),0% (0/0),0% (0/0),I am worried about balancing my social and work life.,I am concerned about my mental health. I am having trouble finding time for self care.,"Look, I give you some advice: try to be balanced between work and family. If you work too much then you neglect the family that will gradually move away from you. Yes, overworking can bring you other income but in the end what is more important in life, work or family? meditate !!","Listen, mental health is very important. Take the time to consult a specialist, you will see that you will find relief. And then, think also of your family members, seeing you get better, surely we would be better too.",,
3E9VAUV7BWE6OFPZ92SLPANN1SCAYS,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3NXNZ5RS1AXBQWHNKPTN5MOO9E897Q,A2RHN22KBCDQJZ,Submitted,Sun Apr 18 22:10:18 PDT 2021,Sun Apr 18 22:10:24 PDT 2021,Wed Apr 21 22:10:24 PDT 2021,,,,6,0% (0/0),0% (0/0),0% (0/0),I am worried about balancing my social and work life.,I am concerned about my mental health. I am having trouble finding time for self care.,please don't worry all this will passplease don't worry all this will pass,please don't worry all this will pass,,
3E9VAUV7BWE6OFPZ92SLPANN1SCAYS,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3PWWM24LHSY4QQ179L6E9ZC5ES428E,A1J3ICF1NZYFCR,Submitted,Sun Apr 18 21:54:11 PDT 2021,Sun Apr 18 22:03:42 PDT 2021,Wed Apr 21 22:03:42 PDT 2021,,,,571,0% (0/0),0% (0/0),0% (0/0),I am worried about balancing my social and work life.,I am concerned about my mental health. I am having trouble finding time for self care.,"Finding a good job and earning a lot of money .Move your life smoothly.","First ,we have to do work complete.To spend a time for self care.To finding a good health care.",,
3E9VAUV7BWE6OFPZ92SLPANN1SCAYS,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3TS1AR6UQQEKR680NBTFFIAZCC7F7S,A3BV0IXS9AR8TV,Submitted,Mon Apr 19 00:49:06 PDT 2021,Mon Apr 19 00:53:40 PDT 2021,Thu Apr 22 00:53:40 PDT 2021,,,,274,0% (0/0),0% (0/0),0% (0/0),I am worried about balancing my social and work life.,I am concerned about my mental health. I am having trouble finding time for self care.,Do not worry being able to balance your social and work life can be difficult but it's not impossible. Try to understand which boundaries are necessary for you. Predefine a time each day where you take a break. Try also to not work in these breaks or at least to ignore the phone while it isn't necessary.,"It is normal to feel this way, this is just the first step tp understand you might have a problem. Try to find a routine in the morning and in the evening where you take care of yourself, try to change environment if you work from home, maybe just changing the room and leaving behind your pc might be a little difference. Try to contact a psychologist and take time for yourself.",,
3E9VAUV7BWE6OFPZ92SLPANN1SCAYS,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3U088ZLJVKT8KHUBS1I64RMCZ1R0WB,A1B8P9WRBEPD86,Submitted,Mon Apr 19 00:33:46 PDT 2021,Mon Apr 19 00:40:21 PDT 2021,Thu Apr 22 00:40:21 PDT 2021,,,,395,0% (0/0),0% (0/0),0% (0/0),I am worried about balancing my social and work life.,I am concerned about my mental health. I am having trouble finding time for self care.,"it is super healthy to have this concern, you need time to have fun with your family and friends and you also need to dedicate yourself to be successful and fulfilling people, it is often difficult to reach this balance and we need to make personal conceptions, we are not always able to do everything and everything is fine. we are not perfect. I am sure that the important people in your social life will understand when you need to dedicate yourself more to your professional life and that you will know when you are exaggerating. know yourself well and everything will be fine","having time for yourself is a human need. try not to charge yourself so much in other aspects and take a few minutes out of the day to be silent with yourself and understand your feelings and concerns, it will even help in the day to day tasks, talk to friends, family and take time to have fun and remember to ask for help whenever necessary. it is not a shame not to be able to do everything and you are not alone",,
3WUVMVA7OB36T5Z45OU43HWP7MGAZJ,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,37U1UTWH9VMLUAISOBLFA7KDQKK8RZ,A3T5UAYFKJBVTA,Submitted,Sun Apr 18 22:05:53 PDT 2021,Sun Apr 18 22:08:47 PDT 2021,Wed Apr 21 22:08:47 PDT 2021,,,,174,0% (0/0),0% (0/0),0% (0/0),I am concerned about my mental health. I am having trouble finding time for self care.,I am nervous about making new friends and having a good social life.,"University is a confusing time of life where you are figuring out what you want to do with your life, making friends, finding your place in a community, and studying. It can definitely be difficult to take care of your mental health and making time for yourself. One strategy I suggest is setting a schedule to set aside time just for yourself, or simply find activities that you enjoy in your free time.","When making new friends and having a good social life, it can be hard. On one hand, you want to make a good impression, but you want to be able to be yourself. In order to have a good social life, you also want to be able to have good friends. One strategy I suggest is knowing that everyone is seeking friendship as well and friends will come to you one way or another.",,
3WUVMVA7OB36T5Z45OU43HWP7MGAZJ,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3AMW0RGHOD2LL4PHHL69N9ATEXZNPE,A3BV0IXS9AR8TV,Submitted,Mon Apr 19 00:59:25 PDT 2021,Mon Apr 19 01:04:27 PDT 2021,Thu Apr 22 01:04:27 PDT 2021,,,,302,0% (0/0),0% (0/0),0% (0/0),I am concerned about my mental health. I am having trouble finding time for self care.,I am nervous about making new friends and having a good social life.,"Okay dear, first of all understand that you did a great job in understand that you're struggling. First of all try to understand if you might use an appointment with a psychologist. If you don't think it's of use then try to create a small routine, do not exaggerate but maybe try with something small, like reading two pages of a book every night or do not use your phone in the morning.","It's okay dear, no worries. It might be useful for you to start participating activities that you're interested in, do no go there because you want new friends, but with the expectation of going to do something you enjoy doing. Also consider to not give yourself too much pressure in having a perfect social life, every person is different, so live day by day.",,
3WUVMVA7OB36T5Z45OU43HWP7MGAZJ,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3HWRJOOET52E4QSWG37KSRLVNP7ESY,A6X9Z8ASO7ZZ6,Submitted,Mon Apr 19 01:48:09 PDT 2021,Mon Apr 19 02:10:20 PDT 2021,Thu Apr 22 02:10:20 PDT 2021,,,,1331,0% (0/0),0% (0/0),0% (0/0),I am concerned about my mental health. I am having trouble finding time for self care.,I am nervous about making new friends and having a good social life.,"Mental Health is very important, many people have committed suicide due to poor mental health. So, it is good that you are concerned about your mental health. Luckily, there are now many resources out there to help you improve ones mental being such as counselling both in person and online, there are tips on how to look after your mental health on Youtube https://www.youtube.com/watch?v=ZWVcSwcbDK0 and even just searching on google https://www.mentalhealth.org.uk/publications/how-to-mental-health.","Making new friends is never an easy thing, especially if you are an introvert like me, so I understand. However, it is still possible to have a good social life, you just need to start off talking with at least one or two people and as time goes by you will get use to talking with much more people. One of the main ways to get use to making new friends is to continuously keep on talking with people, I believe that's how one can begin to build and have a good social life. There are some more tips here, if you would like more information on how to build a good social life and make more friends https://headsupguys.org/practical-tips/social-life/.",,
3WUVMVA7OB36T5Z45OU43HWP7MGAZJ,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3IQ1VMJRYTKT9YFLRS57FDQEAMF9AI,AQSPGALQ4TOEC,Submitted,Sun Apr 18 23:02:26 PDT 2021,Sun Apr 18 23:26:35 PDT 2021,Wed Apr 21 23:26:35 PDT 2021,,,,1449,0% (0/0),0% (0/0),0% (0/0),I am concerned about my mental health. I am having trouble finding time for self care.,I am nervous about making new friends and having a good social life.,"If we don't take good rest than our mental health will be affected. So we have to set time for every routine of our life. Sleeping early and rising early is good habit. Sleeping at least 7 to 8 hours will give our body time to repair many illness in our body. Eating at proper time and fresh vegetables, fruits also play a big role for our good mental health. Avoid junk, refined and package foods.",At first try to be friendly with your parents and siblings. You have to stop the negative thoughts. Instead of hiding your fear fight with it. Than only you can come out of the nervousness. Try to do Yoga to relief from any kind of stress. Before making friends we have to know the person's character and behaviour.,,
3WUVMVA7OB36T5Z45OU43HWP7MGAZJ,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3RXPCZQMQPBCUKPT9FIOWTJYA53G1R,A2RHN22KBCDQJZ,Submitted,Sun Apr 18 22:08:53 PDT 2021,Sun Apr 18 22:09:39 PDT 2021,Wed Apr 21 22:09:39 PDT 2021,,,,46,0% (0/0),0% (0/0),0% (0/0),I am concerned about my mental health. I am having trouble finding time for self care.,I am nervous about making new friends and having a good social life.,"look for a psychologist, it's the best thing to do",just be calm that everything will happen naturally,,
31YWE12TE0CZ581RX3UZW5EOYEC7XS,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,320DUZ38G7MJP15XZ4OU0TFK4M3GJV,A2RHN22KBCDQJZ,Submitted,Sun Apr 18 22:11:44 PDT 2021,Sun Apr 18 22:12:28 PDT 2021,Wed Apr 21 22:12:28 PDT 2021,,,,44,0% (0/0),0% (0/0),0% (0/0),I am nervous about making new friends and having a good social life.,I am being stressed by my roommates being loud and not paying attention to roommate agreement.,"it will come naturally, there is no reason to worry, calm down","ask them to stop, talk to them",,
31YWE12TE0CZ581RX3UZW5EOYEC7XS,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,33TIN5LC04AU5GDO7YJNIZ8LDDK9YU,A1B8P9WRBEPD86,Submitted,Mon Apr 19 00:18:12 PDT 2021,Mon Apr 19 00:26:26 PDT 2021,Thu Apr 22 00:26:26 PDT 2021,,,,494,0% (0/0),0% (0/0),0% (0/0),I am nervous about making new friends and having a good social life.,I am being stressed by my roommates being loud and not paying attention to roommate agreement.,"being in a new environment and making new friends can seem difficult, but being yourself confident soon find your group of friends and will gradually build your social life, remember that the possibilities are endless and that you are great! how people will love you.don't cover yourself so much, live this experience to the fullest and allow yourself to make mistakes, be kind to yourself and people will also be.","sharing personal space with new people can be difficult, remember that everyone has their own difficulties and ways of acting, respect and empathy are the main qualities among roommates, have a meeting and express your feelings about their behavior and your needs, I'm sure you can reach an agreement and live in harmony, remember that roommates are friends for life, almost family, trying to reconcile is always the best way, you can do it!",,
31YWE12TE0CZ581RX3UZW5EOYEC7XS,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3EF8EXOTT1VMLMFUHL3RT6BE2XM1JI,AQSPGALQ4TOEC,Submitted,Sun Apr 18 23:31:08 PDT 2021,Sun Apr 18 23:44:26 PDT 2021,Wed Apr 21 23:44:26 PDT 2021,,,,798,0% (0/0),0% (0/0),0% (0/0),I am nervous about making new friends and having a good social life.,I am being stressed by my roommates being loud and not paying attention to roommate agreement.,"At first you have to agree and disagree with your negative thoughts. We should try to  fight our fear as possible as we can, then only we can overcome of it. Try to make friends online first by chatting with them. Be kind to yourself don't over do it. Care your self.",Complaining will not solve our problem.It will only make enmity. Try to make friends with them as  their and your opinions may differ. So first of all try to be caring and friendly nature towards them and then share your stress problem with them. Give them some space.,,
31YWE12TE0CZ581RX3UZW5EOYEC7XS,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3NXNZ5RS1AXBQWHNKPTN5MOO9EA97S,A3FHW88B3A9O0W,Submitted,Sun Apr 18 23:35:53 PDT 2021,Sun Apr 18 23:58:42 PDT 2021,Wed Apr 21 23:58:42 PDT 2021,,,,1369,0% (0/0),0% (0/0),0% (0/0),I am nervous about making new friends and having a good social life.,I am being stressed by my roommates being loud and not paying attention to roommate agreement.,Do not worry about that and talk to them first very frank and sincerly. Identify each one's approach how they behave return and decide whether to make friends or not. Also same way to use in social life with others. Think positively and do not panic.,Do not need to stressed and try to understand each other because they are coming from different place with different culture. Habits are different in growing life and it may be their nature in talking loud.  So easy in staying with these type of roommates.,,
31YWE12TE0CZ581RX3UZW5EOYEC7XS,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3PM8NZGV8YGBXA40J487LGR1L7QXQU,AY6AVORZT6ILW,Submitted,Sun Apr 18 21:58:35 PDT 2021,Sun Apr 18 22:08:07 PDT 2021,Wed Apr 21 22:08:07 PDT 2021,,,,572,0% (0/0),0% (0/0),0% (0/0),I am nervous about making new friends and having a good social life.,I am being stressed by my roommates being loud and not paying attention to roommate agreement.,make eye contact with a stranger. smile at someone you don't know. introduce yourself to someone new. ask someone you just met,"You need to be able to talk to your roommates. If they are harassing or physically threatening you, then call the police on that as you would a similar situation if they weren't roommates",,
35O6H0UNLSGJNKIJS6017CSDWA2J51,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,36TFCYNS44AYKH5X0ELDC2Z0UKXXH1,AQSPGALQ4TOEC,Submitted,Sun Apr 18 23:51:31 PDT 2021,Mon Apr 19 00:06:48 PDT 2021,Thu Apr 22 00:06:48 PDT 2021,,,,917,0% (0/0),0% (0/0),0% (0/0),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I am concerned about COVID-19 uncertainty and my health.,If you feel that you cannot continue with your present roommates who are loud than try to change the room. But still if you face the same problem than you have to discuss amicably your problem with your roommates. But you have to understand that they also have their own problems so give them space and try to be friendly with them and share your feelings with them.,"Every one concerned about COVID-19. So we have to follow the norms which is given by WHO. Maintain social distance, using sanitizer , wearing mask . Intake lots of Vit-C and Vit-B. Eat lot of fruits which give us Vit-C and Vit-B. Expose ourself to sunlight for few minutes. Take ample rest and be stressless life.",,
35O6H0UNLSGJNKIJS6017CSDWA2J51,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3BGYGHDBBXKT4BZIT4XDZ8Z2SSC22B,A2RHN22KBCDQJZ,Submitted,Sun Apr 18 22:08:07 PDT 2021,Sun Apr 18 22:08:52 PDT 2021,Wed Apr 21 22:08:52 PDT 2021,,,,45,0% (0/0),0% (0/0),0% (0/0),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I am concerned about COVID-19 uncertainty and my health.,"be patient with them, they are nice people","the covid will pass, and you'll be fine, let's get the vaccine",,
